Code_dot,Code_iata,City_name,Airport_name
10001.0,01A,"Afognak Lake, AK",Afognak Lake Airport
10003.0,03A,"Granite Mountain, AK",Bear Creek Mining Strip
10004.0,04A,"Lik, AK",Lik Mining Camp
10005.0,05A,"Little Squaw, AK",Little Squaw Airport
10006.0,06A,"Kizhuyak, AK",Kizhuyak Bay
10007.0,07A,"Klawock, AK",Klawock Seaplane Base
10008.0,08A,"Elizabeth Island, AK",Elizabeth Island Airport
10009.0,09A,"Homer, AK",Augustin Island
16923.0,1AK,"Mertarvik, AK",Mertarvik Quarry Road Landing Strip
10010.0,1B1,"Hudson, NY",Columbia County
16843.0,1CA,"Rio Vista, CA",Rio Vista Municipal
13750.0,1FL,"Titusville, FL",Space Florida Launch Landing Facility
10011.0,1G4,"Peach Springs, AZ",Grand Canyon West
11398.0,1G4,"Peach Springs, AZ",Grand Canyon West
10011.0,DQR,"Peach Springs, AZ",Grand Canyon West
11398.0,DQR,"Peach Springs, AZ",Grand Canyon West
16842.0,1GA,"Hampton, GA",Atlanta Speedway
10012.0,1N7,"Blairstown, NJ",Blairstown Airport
14668.0,1NC,"Roanoke Rapids, NC",Halifax Northampton Regional
16990.0,1NJ,"Andover, NJ",Aeroflex Andover
16571.0,1NY,"Penn Yan, NY",Penn Yan Airport
16935.0,1OH,"Willoughby, OH",Lake County Executive
16959.0,1PA,"Connellsville, PA",Joseph A Hardy Connellsville
16840.0,1TN,"Lexington Parsons, TN",Beech River Regional
16853.0,1TX,"Dumas, TX",Moore County
16951.0,1VA,"Warrenton, VA",Warrenton Fauquier
16908.0,1WA,"Deer Park, WA",Deer Park Airport
16982.0,2AK,"Deerpark, AK",Deer Park
16844.0,2CA,"Delano, CA",Delano Municipal
16901.0,2FL,"West Palm Beach, FL",North Palm Beach County Gen Aviation
16848.0,2GA,"Camilla, GA",Camilla Mitchell County
16934.0,2NC,"Asheboro, NC",Asheboro Regional
17008.0,2NJ,"Williamstown, NJ",Southern Cross
16830.0,2NY,"Port Washington, NY",Sands Point Seaplane Base
16898.0,2TN,"Dayton, TN",Mark Anton
16897.0,2TX,"Brenham, TX",Brenham Municipal
16980.0,2VA,"Williamsburg, VA",Camp Peary Landing Strip
16983.0,2WK,"Odessa, WA",Odessa Municipal
16992.0,3AK,"Tintina, AK",Gold Mining Landing Strip
16907.0,3CA,"Garberville, CA",Garberville Airport
16875.0,3GA,"Blakely, GA",Early County
16991.0,3NC,"Hendersonville, NC",Hendersonville Airport
16831.0,3NY,"Suffolk, NY",Sebonac
16940.0,3TN,"Elizabethon, TN",Elizabethton Municipal
16880.0,3TX,"Lancaster, TX",Lancaster Regional
16994.0,4AK,"North Pole, AK",Bradley Sky Ranch
16920.0,4CA,"Davis, CA",University
16914.0,4CL,"El Mirage, CA",El Mirage Field Adelanto
16913.0,4GA,"Atlanta, GA",Paulding Memorial Hospital Heliport
16904.0,4NY,"Millbrook, NY",Johnson Landing Strip
16900.0,4TX,"Lajitas, TX",Lajitas International
16995.0,5AK,"Lawing, AK",Lawing Airport
17002.0,5GA,"Calhoun, GA",Tom B David Field
16925.0,5NY,"Malone, NY",Malone Dufort
16909.0,5TX,"Edinburg, TX",South Texas International at Edinburg
16429.0,6B0,"Middlebury, VT",Middlebury State
17007.0,6GA,"Cornelia, GA",Habersham County
16955.0,6NY,"New York, NY",Sag Harbor
16916.0,6TX,"Leakey, TX",Real County
16567.0,7AK,"Akun, AK",Akun Airport
16956.0,7NY,"New York, NY",Shelter Island
16919.0,7TX,"Graford, TX",Possum Kingdom
10013.0,8F3,"Crosbyton, TX",Crosbyton Municipal
16957.0,8NY,"New York, NY",Noyack
16926.0,8TX,"Waco, TX",McGregor Exec
16965.0,9NY,"Shelter Island, NY",Sbnysh
16942.0,9TX,"Center, TX",Center Municipal
10014.0,A01,"Fairbanks/Ft. Wainwright, AK",Blair Lake
10015.0,A02,"Deadmans Bay, AK",Deadmans Bay Airport
10016.0,A03,"Hallo Bay, AK",Hallo Bay Airport
10017.0,A04,"Red Lake, AK",Red Lake Airport
10018.0,A05,"Shell Lake, AK",Shell Lake Airport
10019.0,A06,"Kougarok, AK",Navigator Airstrip
10020.0,A07,"Selawik, AK",Roland Norton Memorial
10021.0,A08,"Pillar Bay, AK",Pillar Bay Airport
10022.0,A09,"Johnstone Point, AK",Johnstone Point Airport
10024.0,A11,"Bell Creek, AK",Bell Creek Airport
10025.0,A12,"Cinnabar, AK",Cinnabar Airport
10026.0,A13,"Mountaintop Mine, AK",Mountaintop Mine Airport
10027.0,A14,"Whitebear, AK",Whitebear Airport
10028.0,A15,"Puviaq, AK",Puviaq Airport
10029.0,A16,"Arley Lake, AK",Arley Lake Airport
10030.0,A17,"Port Vita, AK",Port Vita Airport
10031.0,A18,"Kantishna, AK",Kantishna Airport
16668.0,A1K,"Deadhorse1, AK",Point Thomson Airstrip
16811.0,A1L,"Cullman, AL",Cullman Regional Folsom Field
10033.0,A20,"Alpine, AK",Alpine Airstrip
11388.0,A20,"Alpine, AK",Alpine Airstrip
10033.0,DQH,"Alpine, AK",Alpine Airstrip
11388.0,DQH,"Alpine, AK",Alpine Airstrip
10034.0,A21,"Serpentine, AK",Serpentine Airport
10035.0,A22,"Driftwood Bay, AK",Driftwood Bay Airport
10036.0,A23,"Bradley Lake, AK",Bradley Lake Airport
10037.0,A24,"Chilkat Lake, AK",Chilkat Lake Airport
10038.0,A25,"Nugget Creek, AK",Nugget Creek Airport
10039.0,A26,"Ivotuk, AK",Ivotuk Airstrip
10040.0,A27,"Pogo Mines, AK",Pogo Mines Airport
10041.0,A28,"Ayakulik River, AK",Ayakulik River Airport
10042.0,A29,"Kiluda Bay, AK",Kiluda Bay Airport
10770.0,A2K,"Bartletts, AK",Bartletts Airport
10770.0,BSZ,"Bartletts, AK",Bartletts Airport
16810.0,A2L,"Fort Payne, AL",Isbell Field
10043.0,A30,"Terror Lake, AK",Terror Lake Airport
10044.0,A31,"Selief Bay, AK",Selief Bay Airport
10047.0,A34,"Laura Lake, AK",Laura Lake Airport
11828.0,A35,"Kaktovik, AK",Bullen Point AFS
10049.0,A36,"Deep Bay, AK",Deep Bay Airport
10050.0,A37,"Kako, AK",Kako Airport
10051.0,A38,"Molly Creek, AK",Molly Creek Airport
10052.0,A39,"Ptarmigan Lake, AK",Ptarmigan Lake Airport
16696.0,A3K,"Smith Bay, AK",Smith Bay Airport
10053.0,A40,"Cape Simpson, AK",Cape Simpson Airport
10054.0,A41,"Kogru River, AK",Kogru River Airport
10055.0,A42,"Teshepkuk Lake, AK",Teshepkuk Lake Airport
10056.0,A43,"Kodiak Island, AK",Trident Basin Seaplane Base
10058.0,A45,"Lake Florence, AK",Lake Florence Airport
10059.0,A46,"Lake Hasselborg, AK",Lake Hasselborg Airport
10060.0,A47,"Distin Lake, AK",Distin Lake Airport
10061.0,A48,"Port Hobron, AK",Port Hobron Airport
10062.0,A49,"Mooseville Airstrip, AK",Mooseville Airstrip Airport
16698.0,A4K,"Dune Lake, AK",Dune Lake Airport
10063.0,A50,"Big Bay, AK",Big Bay Airport
10064.0,A51,"Wien Lake, AK",Wien Lake Airport
10065.0,A52,"Silver Salmon Creek, AK",Silver Salmon Creek Airport
10066.0,A53,"Blear Lake, AK",Blear Lake Airport
10067.0,A54,"Cannery Bay, AK",Cannery Bay Airport
10069.0,A56,"Bear Lake, AK",Johnsons Landing
10070.0,A57,"International Seafoods, AK",International Seafoods Airport
10070.0,VZK,"International Seafoods, AK",International Seafoods Airport
10071.0,A58,"Cosna River, AK",Cosna River Airport
10072.0,A59,"Ivatuk, AK",Ivatuk Airport
16803.0,A5K,"Paxson, AK",Paxson Airport
10074.0,A61,"Cape Sarichef, AK",Cape Sarichef Airport
10075.0,A62,"Taylor Mountain Mine, AK",Taylor Mountain
10076.0,A63,"Yukon Charley Rivvers, AK",Coal Creek
10078.0,A65,"Karluk Portage, AK",Karluk Portage Airport
10079.0,A66,"Hope, AK",Hope Airport
10080.0,A67,"Viekoda Bay, AK",Viekoda Bay Airport
10082.0,A69,"Cold Bay, AK",Cathedral Strip
16720.0,A6K,"Fairbanks1, AK",Van Curlers Sandbar
10083.0,A70,"Village Islands, AK",Village Islands Airport
10084.0,A71,"Homer, AK",Bear Cove Farm
10085.0,A72,"Chinitna Bay, AK",Chinitna Bay Airport
10086.0,A73,"McKinley Park, AK",McKinley National Park
10087.0,A74,"Nanwalek, AK",Dog Fish Bay
10088.0,A75,"Malina Bay, AK",Malina Bay Airport
10089.0,A76,"Red Fox Bay, AK",Red Fox Bay Airport
10090.0,A77,"Shearwater, AK",Shearwater Airport
10091.0,A78,"Cape Simpson, AK",Lake
10092.0,A79,"Cape Simpson, AK",Cape Simpson No. 1
16723.0,A7K,"Nakochna, AK",Nakochna Airport
10093.0,A80,"Cape Simpson, AK",Cape Simpson No. 7
10094.0,A81,"Aglaq, AK",Cape Simpson #1
10095.0,A82,"Nikiski, AK",Nikiski Private Airstrip
10096.0,A83,"Petrof Point, AK",Petrof Point Airport
10097.0,A84,"Denali, AK",Denali West Lodge Private
10098.0,A85,"Big River, AK",Big River Airport
10100.0,A87,"Carry Inlet, AK",Carry Inlet Airport
10102.0,A89,"Montague Island, AK",Montague Island Airport
15934.0,A8K,"Granite Point, AK",Granite Point Ndb
10103.0,A90,"Shannon Pond, AK",Shannon Pond Airport
10104.0,A91,"Omalik Lagoon, AK",Omalik Lagoon Airport
10105.0,A92,"Omolik Lagoon, AK",Omolik Lagoon Airport
10106.0,A93,"Bradley Lake Project, AK",Bradley Lake Project Airport
10107.0,A94,"Barrow, AK",Ice Strip
10108.0,A94,"Barrow, AK",Ice Strip
10109.0,A94,"Barrow, AK",Ice Strip
10107.0,A95,"Barrow, AK",Ice Strip
10108.0,A95,"Barrow, AK",Ice Strip
10109.0,A95,"Barrow, AK",Ice Strip
10107.0,A96,"Barrow, AK",Ice Strip
10108.0,A96,"Barrow, AK",Ice Strip
10109.0,A96,"Barrow, AK",Ice Strip
10110.0,A97,"Akulik, AK",Akulik Air Strip
10111.0,A98,"Deadfall, AK",Deadfall Air Strip
10112.0,A99,"Eagle Creek, AK",Eagle Creek Airport
16985.0,A9K,"Healy, AK",Era Denali Heliport
10113.0,AA1,"Bethel, AK",Ice Kong
16662.0,AA2,"Naknek-1, AK",Icicle Seafoods
10116.0,AA4,"Kachemak Bay, AK",Glacier Split
10117.0,AA5,"Selby Lake, AK",Selby Lake Airport
16472.0,AA7,"Independence Creek, AK",Independence Creek Airport
11381.0,AA8,"Deadhorse, AK",Badami
16804.0,AA9,"Napaimute, AK",Napaimute Pioneer Airfield
10118.0,AAA,"Anaa, French Polynesia",Anaa Airport
10119.0,AAB,"Arrabury, Australia",Arrabury Station
10120.0,AAC,"El Arish, Egypt",El Arish International
16385.0,AAD,"Ad-Dabbah, Sudan",Ad-Dabbah Airport
10121.0,AAE,"Annaba, Algeria",Rabah Bitat
10122.0,AAF,"Apalachicola, FL",Apalachicola Regional Cleve Randolph Field
10123.0,AAH,"Aachen, Germany",Aachen Merzbrueck
10124.0,AAI,"Arraias, Brazil",Arraias Airport
10125.0,AAL,"Aalborg, Denmark",Aalborg Airport
10126.0,AAM,"Mala Mala, South Africa",Malamala
10127.0,AAN,"Al Ain, United Arab Emirates",Al Ain International
10128.0,AAO,"Anaco, Venezuela",Anaco Airport
10129.0,AAQ,"Anapa, Russia",Vityazevo
10130.0,AAR,"Aarhus, Denmark",Aarhus Airport
10131.0,AAU,"Asau, Samoa",Asau W Sam
10132.0,AAX,"Araxa, Brazil",Romeu Zema
16387.0,ABA,"Abakan, Russia",Abakan Airport
10134.0,ABD,"Abadan, Iran",Abadan Airport
10135.0,ABE,"Allentown/Bethlehem/Easton, PA",Lehigh Valley International
10136.0,ABI,"Abilene, TX",Abilene Regional
10137.0,ABJ,"Abidjan, Cote d'Ivoire",Felix Houphouet Boigny Abidjan International
10138.0,ABK,"Kabri Dar, Ethiopia",Kebri Dahar
10139.0,ABL,"Ambler, AK",Ambler River
10140.0,ABQ,"Albuquerque, NM",Albuquerque International Sunport
10141.0,ABR,"Aberdeen, SD",Aberdeen Regional
10142.0,ABS,"Abu Simbel, Egypt",Abu Simbel Airport
10143.0,ABT,"Al-Baha, Saudi Arabia",King Saud Bin Abdulaziz
10144.0,ABV,"Abuja, Nigeria",Nnamdi Azikiwe International
10145.0,ABX,"Albury, Australia",Albury Airport
10146.0,ABY,"Albany, GA",Southwest Georgia Regional
10147.0,ABZ,"Aberdeen, United Kingdom",Aberdeen Dyce
10148.0,ACA,"Acapulco, Mexico",Acapulco International
10149.0,ACB,"Bellaire, MI",Antrim County
10150.0,ACC,"Accra, Ghana",Kotoka International
10151.0,ACE,"Arrecife, Spain",Lanzarote
10152.0,ACH,"Altenrhein, Switzerland",St Gallen Altenrhein
10153.0,ACI,"Alderney, United Kingdom",Alderney Airport
10154.0,ACK,"Nantucket, MA",Nantucket Memorial
10155.0,ACT,"Waco, TX",Waco Regional
10156.0,ACU,"Achutupo, Panama",Achutupo Airport
10157.0,ACV,"Arcata/Eureka, CA",California Redwood Coast Humboldt County
10158.0,ACY,"Atlantic City, NJ",Atlantic City International
10159.0,ADA,"Adana, Turkey",Adana International
10160.0,ADB,"Izmir, Turkey",Adnan Menderes
10161.0,ADC,"Andakombe, Papua New Guinea",Andakombe Airport
10162.0,ADD,"Addis Ababa, Ethiopia",Bole International
10163.0,ADE,"Aden, Yemen",Aden International
10164.0,ADJ,"Amman, Jordan",Marka International
10165.0,ADK,"Adak Island, AK",Adak
10166.0,ADL,"Adelaide, Australia",Adelaide International
10167.0,ADM,"Ardmore, OK",Ardmore Municipal
10168.0,ADN,"Andes, Colombia",Andes Airport
10169.0,ADO,"Andamooka, Australia",Andamooka Airport
10170.0,ADQ,"Kodiak, AK",Kodiak Airport
10171.0,ADS,"Dallas, TX",Addison
16426.0,ADT,"Ada, OK",Ada Regional
10172.0,ADW,"Camp Springs, MD",Joint Base Andrews
13748.0,ADW,"Camp Springs, MD",Joint Base Andrews
10172.0,NSF,"Camp Springs, MD",Joint Base Andrews
13748.0,NSF,"Camp Springs, MD",Joint Base Andrews
10173.0,ADX,"St Andrews, United Kingdom",RAF Leuchars
10174.0,ADZ,"San Andres Island, Colombia",Gustavo Rojas Pinilla
16592.0,AE1,"Liwa, United Arab Emirates",Liwa Airbase
16772.0,AE2,"Sweihan, United Arab Emirates",Sweihan Airbase
10176.0,AED,"Aleneva, AK",Aleneva Airport
10177.0,AEG,"Padang Sidempuan, Indonesia",Aek Godang
10178.0,AEH,"Abeche, Chad",Abeche Airport
10180.0,AEO,"Aioun El Atrouss, Mauritania",Aioun El Atrouss Airport
10181.0,AEP,"Buenos Aires, Argentina",Aeroparque Jorge Newbery
10182.0,AER,"Adler/Sochi, Russia",Adler/Sochi Airport
10183.0,AES,"Aalesund, Norway",Alesund
10184.0,AET,"Allakaket, AK",Allakaket Airport
10185.0,AEX,"Alexandria, LA",Alexandria International
10186.0,AEY,"Akureyri, Iceland",Akureyri Airport
16461.0,AF2,"Lashkar Gah, Afghanistan",Bastion Airfield
16557.0,AF3,"Dwyer, Afghanistan",Dwyer Airport
16559.0,AF4,"Shindand, Afghanistan",Shindand Airport
10188.0,AFA,"San Rafael, Argentina",San Rafael Airport
10189.0,AFF,"Colorado Springs, CO",USAF Academy Airfield
10190.0,AFK,"Nebraska, NE",Nebraska City Municipal
10191.0,AFO,"Afton, WY",Afton Municipal
10192.0,AFP,"Wadesboro, NC",Anson County Jeff Cloud Field
15968.0,AFU,"Doha, Qatar",Al Udeid Air Base
15968.0,XJD,"Doha, Qatar",Al Udeid Air Base
15968.0,XXJ,"Doha, Qatar",Al Udeid Air Base
10194.0,AFW,"Dallas/Fort Worth, TX",Perot Field Fort Worth Alliance
10195.0,AFY,"Afyon, Turkey",Afyon Airport
10196.0,AGA,"Agadir, Morocco",Inezgane
10197.0,AGB,"Augsburg, Germany",Augsburg Airport
10198.0,AGC,"Pittsburgh, PA",Allegheny County
10199.0,AGF,"Agen, France",Agen La Garenne
10200.0,AGG,"Angoram, Papua New Guinea",Angoram Airport
10201.0,AGH,"Angelholm/Helsingborg, Sweden",Angelholm
10202.0,AGK,"Kagua, Papua New Guinea",Kagua Airport
10203.0,AGL,"Wanigela, Papua New Guinea",Wanigela Airport
10204.0,AGN,"Angoon, AK",Angoon Seaplane Base
10205.0,AGP,"Malaga, Spain",Malaga Airport
10206.0,AGQ,"Agrinion, Greece",Agrinion Airport
10207.0,AGR,"Agra, India",Agra Airport
10208.0,AGS,"Augusta, GA",Augusta Regional at Bush Field
10209.0,AGT,"Ciudad del Este, Paraguay",Guarani International
10210.0,AGU,"Aguascalientes, Mexico",Aguascalientes International
10211.0,AGV,"Acarigua, Venezuela",Oswaldo Guevara Mujica
10212.0,AGX,"Agatti Island, India",Agatti Island Airport
10213.0,AHA,"Okinawa, Japan",Naha AB
10214.0,AHB,"Abha, Saudi Arabia",Abha Airport
10215.0,AHD,"Ardmore, OK",Ardmore Downtown Executive
10216.0,AHN,"Athens, GA",Athens/Ben Epps
10217.0,AHO,"Alghero/Sassari, Italy",Alghero
10218.0,AHS,"Ahuas, Honduras",Auas
10219.0,AHT,"Amchitka Island, AK",Amchitka
10220.0,AHU,"Al Hoceima, Morocco",Cherif El Idrissi International
10221.0,AIA,"Alliance, NE",Alliance Municipal
10222.0,AIB,"Anita Bay, AK",Anita Bay Airport
10223.0,AID,"Anderson, IN",Anderson Municipal-Darlington Field
10224.0,AIK,"Aiken, SC",Aiken Regional
10225.0,AIN,"Wainwright, AK",Wainwright Airport
16849.0,AIO,"Atlantic, IA",Atlantic Municipal
10226.0,AIT,"Aitutaki, Cook Islands",Aitutaki Airport
10227.0,AIY,"Atlantic City, NJ",Bader Field
10228.0,AIZ,"Lake of the Ozarks, MO",Lee C Fine Memorial
10229.0,AJA,"Ajaccio, France",Ajaccio Napoleon Bonaparte
10230.0,AJF,"Jouf, Saudi Arabia",Al Jouf
10231.0,AJJ,"Akjoujt, Mauritania",Akjoujt Airport
10232.0,AJL,"Aizwal, India",Lengpui
10233.0,AJN,"Anjouan, Comoros",Ouani
10234.0,AJR,"Arvidsjaur, Sweden",Arvidsjaur Airport
10235.0,AJU,"Aracaju, Brazil",Santa Maria International
10236.0,AJY,"Agades, Niger",Mano Dayak
16489.0,AK1,"Seward Peninsula, AK",Kelly Creek Airstrip
16490.0,AK2,"Bear Fish Camp, AK",Bear Fish Camp Airport
16505.0,AK3,"Fairbanks, AK",Gold King Creek
16508.0,AK4,"Squaw Lake, AK",Squaw Lake Airport
16580.0,AK5,"Qugruc, AK",Qugruc Airport
16581.0,AK6,"Gold King 2, AK",Gold King 2 Airport
16584.0,AK7,"Rampart, AK",Hunter Creek Mine
16621.0,AK8,"Zips, AK",Zips Airport
16630.0,AK9,"Tolstoi Bay, AK",Tolstoi Bay Airport
10237.0,AKB,"Atka, AK",Atka Airport
10238.0,AKC,"Akron, OH",Akron Fulton International
10239.0,AKF,"Kufrah, Libya",Kufra
15949.0,AKH,"Al Kharj, Saudi Arabia",Prince Sultan AB
10241.0,AKI,"Akiak, AK",Akiak Airport
10242.0,AKJ,"Asahikawa, Japan",Asahikawa Airport
10243.0,AKK,"Akhiok, AK",Akhiok Airport
10244.0,AKL,"Auckland, New Zealand",Auckland International
10245.0,AKN,"King Salmon, AK",King Salmon Airport
10246.0,AKO,"Akron, CO",Colorado Plains Regional
10247.0,AKP,"Anaktuvuk Pass, AK",Anaktuvuk Pass Airport
10248.0,AKR,"Akure, Nigeria",Akure Airport
10249.0,AKS,"Auki, Solomon Islands",Auki Airport
10250.0,AKT,"Akrotiri, Cyprus",Akrotiri Airport
10251.0,AKX,"Aktyubinsk, Kazakhstan",Aktyubinsk Airport
10252.0,AKY,"Sittwe, Burma",Sittwe Airport
10253.0,AL1,"Albertville, AL",Albertville Regional-Thomas J Brumlik Field
10254.0,AL2,"Alabaster, AL",Shelby County
10255.0,AL3,"Huntsville, AL",Huntsville Executive Tom Sharp Jr
16423.0,AL4,"Andalusia/Opp, AL",South Alabama Regional at Bill Benton Field
16455.0,AL5,"Demopolis, AL",Demopolis Regional
16497.0,AL6,"Fairhope, AL",H. L. Sonny Callahan
16669.0,AL7,"Jasper, AL",Walker County Bevill Field
16737.0,AL8,"Scottsboro, AL",Scottsboro Municipal Word Field
16790.0,AL9,"Sylacauga, AL",Merkel Field Sylacauga Municipal
10256.0,ALA,"Almaty, Kazakhstan",Almaty Airport
10257.0,ALB,"Albany, NY",Albany International
10258.0,ALC,"Alicante, Spain",Alicante Airport
10259.0,ALE,"Alpine, TX",Alpine Casparis Municipal
10260.0,ALF,"Alta, Norway",Alta Airport
10261.0,ALG,"Algiers, Algeria",Houari Boumediene
10262.0,ALH,"Albany, Australia",Albany Airport
10263.0,ALI,"Alice, TX",Alice International
10264.0,ALJ,"Alexander Bay, South Africa",Alexander Bay Airport
10265.0,ALK,"Asela, Ethiopia",Asela Airport
16889.0,ALL,"Liguria, Italy",Albenga
10266.0,ALM,"Alamogordo, NM",Alamogordo White Sands Regional
10267.0,ALN,"Alton, IL",St. Louis Regional
10268.0,ALO,"Waterloo, IA",Waterloo Regional
10269.0,ALP,"Aleppo, Syria",Aleppo International
10270.0,ALQ,"Alegrete, Brazil",Alegrete Airport
10271.0,ALR,"Alexandra, New Zealand",Alexandra Airport
10272.0,ALS,"Alamosa, CO",San Luis Valley Regional/Bergman Field
10273.0,ALT,"Alenquer, Brazil",Alenquer Airport
10274.0,ALU,"Alula, Somalia",Alula Airport
10275.0,ALW,"Walla Walla, WA",Walla Walla Regional
10276.0,ALX,"Alexander City, AL",Thomas C. Russell Field
10277.0,ALY,"Alexandria, Egypt",Alexandria International
10278.0,ALZ,"Lazy Bay, AK",Alitak Seaplane Base
10279.0,AMA,"Amarillo, TX",Rick Husband Amarillo International
10280.0,AMD,"Ahmedabad, India",Sardar Vallabh Bhai Patel International
10281.0,AMF,"Ama, Papua New Guinea",Ama Airport
10282.0,AMG,"Amboin, Papua New Guinea",Amboin Airport
10283.0,AMH,"Arba Minch, Ethiopia",Arba Minch Airport
10284.0,AMI,"Mataram, Indonesia",Selaparang
10285.0,AMK,"Durango, CO",Animas Air Park
10286.0,AML,"Puerto Armuelles, Panama",Puerto Armuelles Airport
10287.0,AMM,"Amman, Jordan",Queen Alia International
10288.0,AMN,"Alma, MI",Gratiot Community
10289.0,AMO,"Mao, Chad",Mao Airport
10290.0,AMP,"Ampanihy, Madagascar",Ampanihy Airport
10291.0,AMQ,"Ambon, Indonesia",Pattimura
10292.0,AMS,"Amsterdam, Netherlands",Schiphol
10294.0,AMW,"Ames, IA",Ames Municipal
10295.0,AMX,"Ammaroo, Australia",Ammaroo Station
10296.0,AMY,"Ambatomainty, Madagascar",Ambatomainty Airport
10297.0,ANA,"Anaheim, CA",Anaheim-Disneyland HP
10298.0,ANB,"Anniston, AL",Anniston Regional
10299.0,ANC,"Anchorage, AK",Ted Stevens Anchorage International
10300.0,AND,"Anderson, SC",Anderson Regional
10301.0,ANE,"Angers, France",Angers Marce
10302.0,ANF,"Antofagasta, Chile",Andres Sabella International
10303.0,ANG,"Angouleme, France",Angouleme Brie Champniers
10304.0,ANI,"Aniak, AK",Aniak Airport
10305.0,ANK,"Ankara, Turkey",Etimesgut
10306.0,ANM,"Antalaha, Madagascar",Antsirabato
10307.0,ANN,"Annette, AK",Annette Island
10308.0,ANO,"Angoche, Mozambique",Angoche Airport
10309.0,ANP,"Annapolis, MD",Lee
10310.0,ANR,"Antwerp, Belgium",Deurne
10311.0,ANS,"Andahuaylas, Peru",Andahuaylas Airport
10312.0,ANU,"St. Johns, Antigua and Barbuda",V C Bird International
10313.0,ANV,"Anvik, AK",Anvik Airport
10314.0,ANX,"Andeness, Norway",Andoya
10317.0,AOH,"Lima, OH",Lima Allen County
10318.0,AOI,"Ancona, Italy",Ancona Falconara
10319.0,AOJ,"Aomori, Japan",Aomori Airport
10320.0,AOK,"Karpathos, Greece",Karpathos Airport
10321.0,AOL,"Paso de Los Libres, Argentina",Paso de Los Libres Airport
10322.0,AOO,"Altoona, PA",Altoona-Blair County
10323.0,AOR,"Alor Setar, Malaysia",Sultan Abdul Halim
10324.0,AOS,"Amook Bay, AK",Amook Bay Airport
10325.0,APA,"Denver, CO",Centennial
10326.0,APB,"Apolo, Bolivia",Apolo Airport
10327.0,APC,"Napa, CA",Napa County
10328.0,APE,"San Juan Aposento, Peru",San Juan Aposento Airport
10329.0,APF,"Naples, FL",Naples Municipal
10330.0,APG,"Aberdeen, MD",Phillips AAF
16767.0,APH,"Fort A P Hill, VA",Mary Walker Lz
15642.0,API,"Villavicencio, Colombia",Capt Luis F Gomez Nino
10331.0,APK,"Apataki, French Polynesia",Apataki Airport
10332.0,APL,"Nampula, Mozambique",Nampula Airport
10333.0,APN,"Alpena, MI",Alpena County Regional
10334.0,APO,"Apartado, Colombia",Apartado Airport
10335.0,APR,"April River, Papua New Guinea",April River Airport
10336.0,APT,"Jasper, TN",Marion County Brown Field
10337.0,APV,"Apple Valley, CA",Apple Valley Airport
10338.0,APW,"Apia, Samoa",Faleolo International
16833.0,AQ1,"McMurdo Station, Antarctica",McMurdo Station Phoenix Field
16834.0,AQ2,"Terra Nova Bay, Antarctica",Mario Zucchelli
10339.0,AQI,"Qaisumah, Saudi Arabia",Al Qaisumah International
10340.0,AQJ,"Aqaba, Jordan",King Hussein International
10342.0,AQP,"Arequipa, Peru",Rodriguez Ballon International
10343.0,AQS,"Saqani, Fiji",Saqani Airport
10344.0,AQY,"Girdwood, AK",Girdwood Airport
10345.0,AR1,"Russellville, AR",Russellville Regional
10346.0,AR2,"Conway, AR",Dennis F Cantrell Field
16738.0,AR3,"Bentonville, AR",Bentonville Municipal Louise M Thaden Field
16886.0,AR4,"Colt, AR",Delta Regional
10347.0,ARA,"New Iberia, LA",Acadiana Regional
10348.0,ARB,"Ann Arbor, MI",Ann Arbor Municipal
10349.0,ARC,"Arctic Village, AK",Arctic Village Airport
10350.0,ARD,"Alor, Indonesia",Arcadia Municipal
10351.0,ARE,"Arecibo, PR",Antonio/Nery/Juarbe Pol
10352.0,ARG,"Walnut Ridge, AR",Walnut Ridge Regional
10353.0,ARH,"Arkhangelsk, Russia",Talagi
10354.0,ARI,"Arica, Chile",Chacalluta
10355.0,ARK,"Arusha, Tanzania",Arusha Airport
10356.0,ARM,"Armidale, Australia",Armidale Airport
10357.0,ARN,"Stockholm, Sweden",Arlanda
10358.0,ARP,"Aragip, Papua New Guinea",Aragip Airport
10359.0,ARQ,"Arauquita, Colombia",Arauquita Airport
10360.0,ARS,"Aragarcas, Brazil",Aragarcas Airport
10361.0,ART,"Watertown, NY",Watertown International
10362.0,ARU,"Aracatuba, Brazil",Aracatuba Airport
10363.0,ARV,"Minocqua/Woodruff, WI",Lakeland/Noble F. Lee Memorial Field
10364.0,ARW,"Arad, Romania",Arad International
10365.0,ARX,"Asbury Park, NJ",Asbury Park/Monmouth County
10366.0,ARY,"Ararat, Australia",Ararat Airport
10367.0,ARZ,"N'zeto, Angola",N'zeto Airport
10368.0,ASA,"Assab, Eritrea",Assab International
10369.0,ASB,"Ashgabat, Turkmenistan",Ashgabat Airport
10370.0,ASC,"Ascension, Bolivia",Ascension Airport
10371.0,ASD,"Andros Town, The Bahamas",Andros Town International
10372.0,ASE,"Aspen, CO",Aspen Pitkin County Sardy Field
16674.0,ASF,"Astrakhan, Russia",Narimanova
10373.0,ASG,"Ashburton, New Zealand",Ashburton Airport
10374.0,ASH,"Nashua, NH",Boire Field
10375.0,ASI,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha",Ascension Aux Af
10376.0,ASJ,"Amami O Shima, Japan",Amami
